<<<<<<< HEAD
﻿番号,施設名,住所,電話番号,営業時間,料金,泉質,泉人優待,アクセス,施設サイト
116,古里温泉：桜島シーサイドホテル,鹿児島市古里町1078-63,099-221-2121,11:30～20:00無休,大人 500円こども(1才～小学生) 300円,塩化物泉,,JR鹿児島駅より鹿児島港まで徒歩約5分鹿児島港から桜島港まで桜島フェリーで約15分桜島港からバスで約15分、文学碑前下車すぐ,https://www.kagoshima-yokanavi.jp/accommodation/10201,https://www.88onsen.com/spot/detail/hid/116
119,弥次ヶ湯温泉：湯治宿休憩所,指宿市十町1068,0993-22-3030,8：00～21：00木曜休,大人 350円小学生 100円幼児 50円（2024.3現在）,塩化物泉,,JR指宿駅から徒歩約15分,,https://www.88onsen.com/spot/detail/hid/119
237,種子島温泉：赤尾木の湯,西之表市西町78,0997-22-1555,6：00～23：00（最終受付22：30）無休,大人(中学生以上)800円(1日券1000円)こども(3才以上)400円(1日券500円),炭酸水素塩泉,,西之表港から徒歩約5分,https://araki-hotel.co.jp/onsen.html#s01,https://www.88onsen.com/spot/detail/hid/237
117,大黒温泉：大黒温泉,鹿児島市伊敷8-22-20,099-228-5300,6:00～22:00無休,大人 460円こども(6～12才) 150円幼児 80円（2024.3現在）,単純温泉,,ＪＲ鹿児島中央駅または天文館からバスで約30分花野口バス停下車徒歩約1分,https://www.kagoshima-kankou.com/guide/53459/,https://www.88onsen.com/spot/detail/hid/117
140,海潟温泉：江之島温泉　共同浴場,垂水市海潟541-1,0994-32-0765,8:30～21:00不定休※電話で事前にご確認ください,大人（中学生以上）300円中人（小学生）100円小人（小学生未満）50円,塩化物泉,,JR鹿児島駅より鹿児島港まで徒歩約5分鹿児島港から桜島港まで桜島フェリーで約15分、桜島港からタクシーで約30分,http://enoshimaonsen.g2.xrea.com,https://www.88onsen.com/spot/detail/hid/140
217,テイエム牧場温泉：テイエム牧場温泉,鹿児島県垂水市新城4453-1,0994-35-3520,13：00～18:00木曜日(祝日の場合は翌金曜)・鍵付きロッカーあり・駐車場２０台,大人500円こども(1～6才)250円（2024.3現在）,炭酸水素塩泉,,まさかりバス停から徒歩約3分,https://www.kagoshima-kankou.com/guide/53248/,https://www.88onsen.com/spot/detail/hid/217
=======
﻿1,10,福岡,二日市温泉：博多湯,https://maps.app.goo.gl/2XjRHxDqkUyorLzZ6,筑紫野市湯町1-14-5,092-922-2119,10：00～21：30（最終受付21：00）無休・駐車場：なし（近隣駐車場をご利用ください）・鍵付きロッカーあり（100円、利用後返却）,大人 350円（土日祝450円）中人(6～11才) 200円 小人(4･5才) 100円（2023.11.2現在）,単純温泉,,ＪＲ二日市駅から徒歩約10分西鉄二日市駅からバスで約10分、二日市温泉バス停下車すぐ,http://hakatayu.jp/,https://www.88onsen.com/spot/detail/hid/1,,,,
5,13,福岡,久留米温泉：天然の湯　あおき温泉,https://maps.app.goo.gl/BhoyiAhcz8wHV3uq7,久留米市城島町上青木366-1,0942-62-1426,10：00～22：00・水曜休（祝日の場合は営業）・駐車場：普通車80台、大型5台・鍵付きロッカー有り（10円）,大人 600円こども（4歳～中学生）350円（2021.10現在）,塩化物泉,大人入浴料半額（本人のみ1回）,ＪＲ久留米駅から車で約30分青木中津大橋バス停から徒歩約15分,https://ja-jp.facebook.com/あおき温泉-512388555475375/,https://www.88onsen.com/spot/detail/hid/5,,,,2
7,15,福岡,大川温泉：貴肌美人　緑の湯,https://maps.app.goo.gl/qKAhnKNsVxzZ6WAG8,大川市大字中八院241-1,0944-88-0026,10:00～22:00第2、第4火曜休（ただし、祝日の場合、第4火曜が26日の月は営業）・駐車場：普通車50台・鍵付きロッカーあり（100円、利用後返却）,中学生以上 700円小学生450円3才以上100円（2024.3現在）,炭酸水素塩泉,入浴料無料（本人のみ1回）,ＪＲ羽犬塚駅からタクシーで約12分,https://www.okawaonsen.com,https://www.88onsen.com/spot/detail/hid/7,,,,3
8,11,福岡,博多温泉：富士の苑,https://maps.app.goo.gl/QpUcpGe4gPRZEQmy5,福岡市南区三宅3-19-7,092-551-4126,10:00～22:00火曜休（但し16:00以降入浴可）・駐車場：普通車50台、大型1台・鍵付きロッカーあり（10円）,大人（中学生以上）500円こども400円※1時間以内利用料金（2021.10現在）,塩化物泉,,西鉄大橋駅からタクシーで約3分,http://www.fujinoen.co.jp/,https://www.88onsen.com/spot/detail/hid/8,,,,4
9,5,福岡,博多温泉：元祖　元湯,https://maps.app.goo.gl/J5xbghCAQF9S3o8f9,福岡市南区横手3-6-18,092-591-6713,13：00～18：00木・日曜休・受付で貴重品預かり可・駐車場：普通車6台,13：00～15：00（2時間）600円14：00～16：00（2時間）600円15：00～18：00（1時間）500円※こども 半額（2024.2現在）,塩化物泉,,西鉄大橋駅からタクシーで約6分,https://yokanavi.com/spot/72123/,https://www.88onsen.com/spot/detail/hid/9,,,,5
10,18,佐賀,古湯温泉：鶴の恩返し よみがえりの宿　鶴霊泉（かくれいせん）,https://maps.app.goo.gl/tmSYBhUrjevTYrXcA,富士町大字古湯875,0952-58-2021,11:00～15:00（最終受付14:00）不定休・駐車場：普通車15台・鍵付きロッカーあり,"60分大人1,000円こども（3～12才）500円貸切湯2,500円（2024.3現在）",単純温泉,大人入浴料 300円引き（本人のみ1回）,ＪＲ佐賀駅から車で約30分佐賀駅バスセンターからバスで約50分　古湯温泉バス停下車、徒歩約3分,https://kakureisen.com/,https://www.88onsen.com/spot/detail/hid/10,,,,6
11,16,佐賀,武雄温泉：元湯,https://maps.app.goo.gl/QmRVaoXDzHiLCfrn8,武雄市武雄町大字武雄7425,0954-23-2001,6:30～24:00（最終受付23：00）12月中旬に1日休館予定・駐車場：普通車100台・鍵付きロッカーあり（100円、利用後返却）無料貴重品ロッカーあり,大人 500円こども（3才～小学生） 250円（2024.3現在）,単純温泉,,ＪＲ武雄温泉駅から徒歩約15分,http://www.takeo-kk.net/spa/001331.php,https://www.88onsen.com/spot/detail/hid/11,,,,7
12,20,佐賀,嬉野温泉：嬉泉館,https://maps.app.goo.gl/rKc5TXXLUFwdM3jz7,嬉野市嬉野町大字下宿乙2202-18,0954-43-0665,10:30～21:00 ※混雑時不可不定休・駐車場：普通車20台・受付で貴重品預かり可,大人 700円こども（3才～12才） 300円（2024.3現在）,炭酸水素塩泉,大人入浴料半額（本人のみ1回）,ＪＲ嬉野温泉駅からバスで約16分嬉野温泉バスセンターから徒歩約3分,https://www.kisenkan.com/,https://www.88onsen.com/spot/detail/hid/12,,,,8
15,21,佐賀,熊の川温泉：元湯 熊ノ川浴場,https://maps.app.goo.gl/54nBxsdJH3LcZa2J8,佐賀市富士町大字上熊の川118,0952-63-0021,9:00～20:30（最終受付20：00）火・金曜休　12/29～1/3休・駐車場：普通車16台・鍵付きロッカーあり（100円）,大人 700円こども 300円※15時～大人500円、こども200円17時～大人300円、こども100円（2024.3現在）,放射能泉,大人700円を500円に（本人のみ1回）,佐賀駅バスセンターからバスで約40分,https://www.fuji-spa.com/onsen/kumanokawa/motoyu/,https://www.88onsen.com/spot/detail/hid/15,,,,9
16,28,佐賀,唐津・肥前　高串温泉：唐津市肥前町福祉センター,https://maps.app.goo.gl/cZiJVrNCSxoQVpWS6,唐津市肥前町田野甲1287-10,0955-54-0282,10：00～20：00毎月1日･15日、12/30・31休・駐車場：普通車35台、大型1台・鍵付きロッカーあり（100円、利用後返却）,大人 600円こども 300円※17時以降大人450円こども220円（2024.3現在）,炭酸水素塩泉,入浴料無料（本人のみ1回）,唐津大手口バスセンター（JR唐津駅から徒歩約5分）から昭和バスで約50分、福祉センター前下車すぐ,https://www.city.karatsu.lg.jp/fukushi/shisetsu/hoken/hizenhukushicenter.html,https://www.88onsen.com/spot/detail/hid/16,,,,10
19,23,長崎,平戸たびら温泉：サムソンホテル なごみの湯,https://maps.app.goo.gl/CQYCMJ3CLbQM2mcu6,平戸市田平町野田免２１０―６,0950-57-1110,11:00～23:00（水曜メンテナンスのため15:00～）12/31～1/2は11：00～15：00無休・駐車場：普通車100台、大型5台・鍵付きロッカー有り,【通常】大人 900円こども（4才～12才） 400円（2024.3現在）,含鉄泉,,松浦鉄道たびら平戸口駅からタクシーで約３分,https://www.samson-hotel.jp,https://www.88onsen.com/spot/detail/hid/19,,,,11
21,30,長崎,小浜温泉：脇浜温泉浴場,https://maps.app.goo.gl/1bNbkDxPdeRyeeHFA,雲仙市小浜町南本町7,0957-74-3402,5：00～21：001/1休・駐車場：普通車9台（近隣駐車場有）・受付で貴重品預かり可,大人 200円こども（6才～12才）100円幼児　50円（2024.3現在）,塩化物泉,,ＪＲ諫早駅からタクシーで約50分。小浜体育館前バス停より徒歩約3分,https://obama.or.jp/onsen/wakihama-onsen/,https://www.88onsen.com/spot/detail/hid/21,,,,12
24,27,長崎,雲仙・小地獄温泉：雲仙小地獄温泉館,https://maps.app.goo.gl/39eaJJeoQ4mQzUYJ7,雲仙市小浜町雲仙500-1,0957-73-3273,9：30～19：00無休(年末休が1日あり)・駐車場：200台、大型 10台※青雲荘含む・受付で貴重品預かり可,大人 500円こども（4才～小学生） 250円（2024.3現在）,硫黄泉,,JR諫早駅からバスで約75分島原鉄道島原駅からバスで約50分,https://www.seiunso.jp/kojigoku/,https://www.88onsen.com/spot/detail/hid/24,,,,13
29,65,大分,別府温泉：竹瓦温泉,https://maps.app.goo.gl/Smxx2yLTV9FDFGzd7,別府市元町16-23,0977-23-1585,普通浴　6：30～22：30砂湯　8：00～22:30（最終受付 21:30）第3水曜休（祝日の場合は翌日）,"普通浴大人300円 小学生100円 未就学児 無料砂湯 1,500円（2024.3現在）",炭酸水素塩泉,,ＪＲ別府駅から徒歩約10分,https://www.city.beppu.oita.jp/sisetu/shieionsen/detail4.html,https://www.88onsen.com/spot/detail/hid/29,,,,14
31,66,大分,鉄輪温泉：ひょうたん温泉,https://maps.app.goo.gl/28sD8yMyXZB8zLMN9,別府市鉄輪159-2,0977-66-0527,"9:00～25:00無休（4月,7月,12月臨時休業有）","大人（13歳以上）940円、こども（7～12歳）400円、幼児（4～6歳）280円 3才以下無料貸切湯2,400円（60分大人3名）（2024.3）",塩化物泉,,ＪＲ別府駅からバスで約30分、大分交通バス地獄原・ひょうたん温泉バス停から徒歩約2分,https://www.hyotan-onsen.com/,https://www.88onsen.com/spot/detail/hid/31,,,,15
32,68,大分,鉄輪温泉：鉄輪むし湯,https://maps.app.goo.gl/oJvDH2egZpoqFVp19,別府市鉄輪上1組,0977-67-3880,7:30～19:30（最終受付19:00）※混雑状況によりお待ちいただく場合あり第4木曜休（祝日の場合翌日）,700円貸し浴衣220円,塩化物泉,,JR別府駅からバスで約30分鉄輪バス停下車徒歩約3分,https://www.city.beppu.oita.jp/sisetu/shieionsen/detail11.html,https://www.88onsen.com/spot/detail/hid/32,,,,16
34,71,大分,明礬温泉：照湯温泉,https://maps.app.goo.gl/6fn936reNuSa29Sv7,別府市小倉5組1,なし,9:00～21:00無休,大人 300円小学生以下 100円（2024.3現在）,単純温泉,,ＪＲ別府駅西からバスで約20分、⑤照湯バス停下車徒歩約2分,https://onsendo.beppu-navi.jp/y128/,https://www.88onsen.com/spot/detail/hid/34,,,,17
36,63,大分,明礬温泉：みょうばん湯の里,https://maps.app.goo.gl/72YmFqkk6gcDA6QHA,別府市明礬６組,0977-66-8166,10:00～19:00（最終受付 18:00）無休※ただし天候等により変更になる場合あり,"大人 600円こども 300円（4歳～小学生）貸切湯2,000円、2,500円（60分）",硫黄泉,大露天岩風呂　大人入浴料を半額（本人のみ1回）,ＪＲ別府駅からバスで約30分、地蔵湯バス停下車徒歩約3分,http://www.yuno-hana.jp/,https://www.88onsen.com/spot/detail/hid/36,,,,18
38,64,大分,亀川温泉：四の湯温泉,https://maps.app.goo.gl/o8fqKp9KwKJVNMgUA,別府市亀川四の湯町20-4,なし,"7：00～10：30、14：30～22：00毎月5,15,25日休",大人 200円こども（小学生）100円（2024.3現在）,単純温泉,入浴料無料（本人のみ１回）,ＪＲ亀川駅からタクシーで約5分,https://onsendo.beppu-navi.jp/y67/,https://www.88onsen.com/spot/detail/hid/38,,,,19
41,75,大分,浜脇温泉：茶房たかさきの湯,https://maps.app.goo.gl/3kfjwNDZBS7pDZLWA,別府市朝見1丁目２－１１,0977-23-0592,10:00～15:30（15：00オーダーストップ）火・水曜休,喫茶を利用した方のみ無料で利用可能,単純温泉,,ＪＲ別府駅から徒歩約15分別府ＩＣから車で約15分,,https://www.88onsen.com/spot/detail/hid/41,,,,20
42,67,大分,塚原温泉：火口乃泉,https://maps.app.goo.gl/dPtN3W16WWytFa7n8,由布市湯布院町塚原1235番地,0977-85-4101,7月～8月9:00～19:00（最終受付 18:00）1月～2月10:00～18:00（最終受付 17:00）その他は、9：00～18：00（最終受付17：00）年末年始休悪天候時は休業する場合有（2024.3現在）,"大人 500円（露天600円）こども 200円貸切湯2,000円、2,500円",酸性泉,,JR由布院駅からタクシーで約15分JR別府駅からタクシーで約30分,https://www.tukaharaonsen.jp,https://www.88onsen.com/spot/detail/hid/42,,,,21
43,101,大分,長湯温泉：ラムネ温泉館,https://maps.app.goo.gl/6uQRiY3u4fNzsGqw8,竹田市直入町大字長湯7676-2,0974-75-2620,10:00～22:00第1水曜休（1月、5月は第2水曜休）,"大人 500円こども 200円貸切湯2,000円（60分）（2024.3現在）",二酸化炭素泉,大人入浴料200円引き＋オリジナルタオルプレゼント（本人のみ1回）,JR豊後竹田駅からバスで約40分。大分駅からバスで約80分、長湯温泉バス停下車徒歩約10分。,http://www.lamune-onsen.co.jp/,https://www.88onsen.com/spot/detail/hid/43,,,,22
44,93,大分,長湯温泉：水神之森（すいじんのもり）,https://maps.app.goo.gl/9BUYuhSLCz2DH6kU7,竹田市直入町長湯２９０７,0974-75-3490,10:00～17:00（必ず事前に電話でご確認ください）不定休,"大人 500円こども 400円貸切湯2,000円（60分）（2024.3現在）",炭酸水素塩泉,宿泊費15％OFF（電話予約の際にお申し出ください）※正月･GWなどの繁忙期除く（1回のみ）,ＪＲ豊後竹田駅からバスで約40分道の駅ながゆから電動自転車で約10分または徒歩約20分,http://www.suijinnomori.com,https://www.88onsen.com/spot/detail/hid/44,,,,23
47,78,大分,由布院温泉：温泉保養集落 束の間,https://maps.app.goo.gl/Rzs85oi1B1rfdZ4XA,由布市湯布院町川上444-3,0977-85-3105,9：30 ～ 18：30（受付終了18:00）火・水曜休,大人 800円小・中学生 500円幼児 無料,塩化物泉,,ＪＲ由布院駅からタクシーで約7分,https://tsukanoma.club/,https://www.88onsen.com/spot/detail/hid/47,,,,24
48,77,大分,由布院温泉：ゆふいん泰葉,https://maps.app.goo.gl/taP1CWWRbdk59phU8,由布市湯布院町川上1270-48,0977-85-2226,10:00～20:00(19：00終了の場合あり)不定休,"大人 900円（内湯）こども（6～12才） 500円家族湯（1部屋）2,300円、2,800円（50分）（2024.3現在）",塩化物泉,,ＪＲ由布院駅からタクシーで約7分,http://www.yasuha.co.jp/,https://www.88onsen.com/spot/detail/hid/48,,,,25
57,84,大分,夜明温泉：夜明薬湯温泉,https://maps.app.goo.gl/9W77PJuc1m1zjWfi6,日田市高井町714-3,0973-27-2809,10:00～20:00（最終受付：大風呂19：30、家族風呂19：00）火曜休,"大人 650円こども 400円幼児（3歳以下） 100円1日利用2,000円(休憩室10：00～18：00)家族風呂 1,300円～（50分）（2024.5現在）",炭酸水素塩泉,,JR夜明駅から徒歩約10分,https://instagram.com/yoakeyakutou?igshid=YmMyMTA2M2Y=,https://www.88onsen.com/spot/detail/hid/57,,,,26
59,87,大分,筋湯温泉：うたせ大浴場,https://maps.app.goo.gl/1qtwXbbMSJhXia978,玖珠郡九重町大字湯坪筋湯640-2,0973-76-3150（九重町役場商工観光・自然環境課）,6:00～21:30・うたせ湯入口でコインをご購入ください無休,6才以上400円5歳以下無料（2024.3現在）,塩化物泉,,ＪＲ豊後中村駅からバスで約40分、筋湯バス停下車徒歩約3分,http://www.sujiyu-onsen.com/hotspring/,https://www.88onsen.com/spot/detail/hid/59,,,,27
60,86,大分,筌の口温泉：旅館　新清館,https://maps.app.goo.gl/pfF7twnjbGoNmQVz6,玖珠郡九重町田野1427-1,0973-79-2131,9:00～22:00(最終受付 21:00)（不定期で午前中に清掃の場合あり）不定休,大人 500円こども 250円（2024.3現在）,炭酸水素塩泉,入浴料大人もこどもも100円（本人のみ1回）,ＪＲ豊後中村駅からバスで約20分、筌の口バス停下車徒歩約5分,http://www.oct-net.ne.jp/shinkan/,https://www.88onsen.com/spot/detail/hid/60,,,,28
61,83,大分,筌の口温泉：炭酸温泉　山里の湯,https://maps.app.goo.gl/a4NVGB6Z9vMYQ8PA6,玖珠郡九重町田野1268-2,0973-79-2516,9:00～18:00（最終受付 17:00）火・水曜休（祝日の場合は営業）（事前に電話でご確認下さい）,"大人 600円こども（4才～小学生）300円貸切湯2,500円（50分）（2024.3現在）",炭酸水素塩泉,,ＪＲ豊後中村駅からバスで約25分、筌の口温泉下車徒歩約5分,,https://www.88onsen.com/spot/detail/hid/61,,,,29
62,92,大分,七里田温泉：七里田温泉館,https://maps.app.goo.gl/NwgkYKMkY2HkPcUi7,竹田市久住町大字有氏4050-1,0974-77-2686,9：00～21：00第2火曜休,下湯：大人 800円 3才～中学生 400円※下湯のみがスタンプ押印の対象となります（2024.7現在）,炭酸水素塩泉,,JR豊後竹田駅よりタクシーで約30分ＪＲ豊後竹田駅からバスで約35分、都野バス停下車徒歩約20分,https://konoha.sichirida-onsen.com/,https://www.88onsen.com/spot/detail/hid/62,,,,30
64,54,大分,夷谷温泉：夷谷温泉,https://maps.app.goo.gl/GMKKAmrHrAqU1Jns8,豊後高田市夷1851-1,0978-54-2995,10：00～22：00第2第4月曜休（祝日の場合は翌日）,大人400円70才以上300円こども（小学生）200円（2024.3現在）,硫酸塩泉,,ＪＲ宇佐駅からタクシーで約40分,https://www.ebisudani-spa.planning-support.ks-rondo.net/,https://www.88onsen.com/spot/detail/hid/64,,,,31
65,69,大分,赤松温泉：赤松温泉,https://maps.app.goo.gl/ZpcVVw1c2qxRLBWF8,速見郡日出町藤原赤松6371,090-5944-4409,10：00～21：00火曜休（2024.5現在）,大人400円小学生300円幼児200円（2024.3現在）,炭酸水素塩泉,,ＪＲ杵築駅よりタクシーで約8分,https://hijinavi.com/spots/detail/68,https://www.88onsen.com/spot/detail/hid/65,,,,32
66,81,大分,高崎山温泉：おさるの湯,https://maps.app.goo.gl/R6NhYrQeH5EKhRV89,由布市狭間町高崎628-1,097-583-5966,5：00～23：00(最終受付 22：00)木曜休（祝日の場合は営業）,"大人450円　こども250円　サウナ風呂650円家族湯60分2,000円　90分3,000円(2024.3現在)",単純温泉,オリジナルタオル進呈（本人のみ1回）,ＪＲ向之原駅からタクシーで約15分ＪＲ賀来駅からタクシーで約10分,http://www10.plala.or.jp/osarunoyu/,https://www.88onsen.com/spot/detail/hid/66,,,,33
68,51,熊本,平山温泉：平山温泉　元湯,https://maps.app.goo.gl/PmmWJ1HXASff3HHZA,山鹿市平山256,0968-43-2041,6:00～21:30不定休・駐車場：30台・鍵付きロッカー有り,大人 400円こども(3才以上) 200円（2024.3現在）,単純温泉,,JR新玉名駅からタクシーで約30分山鹿バスターミナルからバスで約20分、平山温泉前下車,https://www.hirayama-onsen.jp/facilities/motoyu/,https://www.88onsen.com/spot/detail/hid/68,,,,34
72,43,熊本,亀の甲温泉：亀の甲温泉,https://maps.app.goo.gl/jeM9uDzqfJWt7oLC9,菊池市泗水町田島1773,0968-38-6510,10:30～22:00家族湯13:00～22:00（最終受付21:00）火曜休(祝日は営業)・駐車場：30台・鍵付きロッカー有り（10円）,"大浴場大人 300円　こども（小学生） 100円家族湯1,200円（60分）（2024.3現在）",炭酸水素塩泉,,ＪＲ植木駅からタクシーで約20分熊本交通センターからバスで約45分、田島経由、岡バス停から徒歩約2分,https://kamenokouonsen.com/,https://www.88onsen.com/spot/detail/hid/72,,,,35
74,44,熊本,辰頭温泉：辰頭温泉,https://maps.app.goo.gl/z7wUL4PgDubBBgen9,菊池市泗水町田島620-1,0968-38-3190,6:00～22:00休憩室利用9:00～16:00休日：元旦※年末年始営業時間短縮あり・駐車場：50台・鍵付きロッカー有り,大人 300円こども(小学生) 100円休憩 700円（2024.3現在）,炭酸水素塩泉,,ＪＲ植木駅からタクシーで約20分九州道植木ＩＣより車で約15分,https://tatsugashiraonsen.jimdofree.com,https://www.88onsen.com/spot/detail/hid/74,,,,36
76,32,熊本,黒川温泉：旅館　山河,https://maps.app.goo.gl/TLEbYk65cpCWjmdv5,阿蘇郡南小国町大字満願寺6961-1,0967-44-0906,8:30～21:00不定休※立ち寄り湯は露天のみ（内湯は宿泊者専用。雨天時除く）・鍵付きロッカーあり（無料）・駐車場あり 普通車30台,大人 600円こども 400円（2024.3現在）,炭酸水素塩泉,,ＪＲ阿蘇駅からタクシーで約40分ＪＲ阿蘇駅から九州横断バスで約50分黒川温泉下車徒歩約25分,https://www.sanga-ryokan.com/,https://www.88onsen.com/spot/detail/hid/76,,,,37
78,33,熊本,山川温泉：しらはなシンフォニー,https://maps.app.goo.gl/sufaiNMRSYQQkhz2A,阿蘇郡小国町大字北里1346-1,0967-46-3497,11:00～15:00水曜日休（2023.11）・駐車場：10台,"大人 600円こども 300円貸切湯2,500円(大人3名まで)（2024.3現在）",硫酸塩泉,大人入浴料半額（本人のみ1回）,JR阿蘇駅からタクシーで約60分九重ＩＣから車で約20分,https://shirahana.com,https://www.88onsen.com/spot/detail/hid/78,,,,38
80,39,熊本,岳の湯温泉：豊礼の湯,https://maps.app.goo.gl/PomZGN6RyHFrFrb98,阿蘇郡小国町西里2917,0967-46-5525,8:00～19:00（最終受付18：00迄）水曜日定休（年末年始、ゴールデンウイーク、お盆 を除く）・駐車場：普通車70台・鍵付きロッカー有り（100円）（2024.7現在）,大人 500円（10/1より600円）こども 200円（2024.3現在）,塩化物泉,,ＪＲ豊後森駅からタクシーで約40分道の駅小国ゆうステーションからタクシーで約15分,http://houreinoyuyado.com/,https://www.88onsen.com/spot/detail/hid/80,,,,39
81,40,熊本,岳の湯温泉：わいた温泉　ゆけむり茶屋,https://maps.app.goo.gl/rCM5jWXK7JT23hr37,阿蘇郡小国町大字西里岳の湯2816,0967-46-5750,13:00～21:00（最終受付20：00）木曜休・駐車場：20台、大型 1台・鍵付きロッカー有り,大人 500円こども（6～12才） 250円（2024.3現在）,単純温泉,大人入浴料200円引き（本人のみ1回）,ＪＲ豊後森駅からタクシーで約40分,https://ogunitown.info/tourism/489/,https://www.88onsen.com/spot/detail/hid/81,,,,40
83,57,熊本,人吉温泉：華まき温泉,https://maps.app.goo.gl/BUDSE1xePYbD4zLq7,人吉市下原田町嵯峨里1518,0966-22-6981,10:00～20:00無休・駐車場：20台・受付で貴重品預かり可,"大人 400円小学生200円、小学生未満100円貸切湯1,700円（60分）（2024.3現在）",炭酸水素塩泉,オリジナルタオルプレゼント(本人のみ1回),ＪＲ人吉駅からタクシーで約10分,https://hitoyoshikuma-guide.com/2019/02/18/hanamakionsen/,https://www.88onsen.com/spot/detail/hid/83,,,,41
84,60,熊本,人吉温泉：人吉旅館,https://maps.app.goo.gl/mk6tFK5oB92LjqyH8,人吉市上青井町160,0966-22-3141,8:00～20：00（最終受付19:00）※フロントにてお手続きください※宿泊のお客様が優先となりますので、受付時間内でもお断りする場合がございます。予めご了承ください。また、掃除などの場合も同様とさせていただきます。不定休・駐車場：普通車30台・鍵付きロッカー有り,"大人 1,000円こども(0～12才) 500円※内湯のみの利用（2024.6）",炭酸水素塩泉,大人入浴料200円引き（本人のみ1回）,ＪＲ人吉駅から徒歩約5分人吉ＩＣから車で約6分,http://www.hitoyoshiryokan.com,https://www.88onsen.com/spot/detail/hid/84,,,,42
86,37,熊本,杖立温泉：米屋別荘,https://maps.app.goo.gl/rvg3jgGniPnNqBVg6,阿蘇郡小国町下城4162-4,0967-48-0507,10:00～16:00（最終受付15：00）不定休・駐車場：普通車20台・鍵付きロッカー有り（100円）,"大人 600円こども 400円（0才～小学生）貸切露天2,000円～（1時間1室大人3名まで）1名追加ごと500円増（2024.3現在）",塩化物泉,,ＪＲ日田駅からタクシーで約40分日田ＩＣから車で約40分ＪＲ阿蘇駅からタクシーで約40分,http://komeyabessou.jp/,https://www.88onsen.com/spot/detail/hid/86,,,,43
88,47,熊本,地獄温泉：青風荘,https://maps.app.goo.gl/4fUr6JZUzRa3Hkk36,阿蘇郡南阿蘇村大字河陽2327,0967-67-0005,10：00～17：00（最終受付15：00）火曜定休（但し、祝日の場合は営業）,"施設利用料　大人2,000円（※湯浴み着、貸バスタオル付）こども(小学生)800円",硫黄泉,入浴料100円引き(本人のみ1回),JR立野駅から車で約20分,http://jigoku-onsen.co.jp,https://www.88onsen.com/spot/detail/hid/88,,,,44
89,56,熊本,湯浦温泉：亀井荘,https://maps.app.goo.gl/Rs4FHn2cv1FyT6pL9,葦北郡芦北町大字湯浦66,0966-86-0063,15:00～21:00（日曜～20:00）不定休・駐車場：10台・鍵付きロッカー有り,大人 350円小学生以下 200円（2024.3現在）,単純温泉,,肥薩おれんじ鉄道湯浦駅から徒歩約10分,http://ashikita-kankou.com/introduce/亀井荘/,https://www.88onsen.com/spot/detail/hid/89,,,,45
90,45,熊本,弓ヶ浜温泉　：大洞窟の宿　湯楽亭,https://maps.app.goo.gl/2bDQkCv925eC5sV2A,上天草市大矢野町上5190-2,0964-56-0536,10:00～15:00(最終受付14:00)18:30～21:00(最終受付20:00)※混雑時は立ち寄り湯のご利用がでいない場合があります。必ず事前にお問合せください。不定休・駐車場：普通車20台、大型2台・鍵付きロッカー有り,大人（中学生以上） 800円小学生 500円幼児（2歳～就学前） 400円,炭酸水素塩泉,珈琲とチョコサービス（本人のみ1回）,JR三角駅からタクシーで約20分,http://yurakutei.jp,https://www.88onsen.com/spot/detail/hid/90,,,,46
95,110,宮崎,青井岳温泉：青井岳温泉,https://maps.app.goo.gl/zunvMBsKXwn113fV6,都城市山之口町山之口2123,0986-57-2177,9：00～21：00（最終受付20：00）毎週木曜休※祝日を除く要電話確認※2023.5.1現在,入館料(入浴施設利用料含む)大人(中学生以上)平日500円　土日祝700円 　特別日 900円こども(1才～小学生)平日250円　土日祝350円　特別日 450円※特別日は11月の土日祝、年末年始、ゴールデンウィーク、お盆休み(8月)となります。（2023.11.3）,塩化物泉,,JR青井岳駅下車、徒歩約10分,https://aoidake.com,https://www.88onsen.com/spot/detail/hid/95,,,,47
96,105,宮崎,北郷温泉：べっぴんの湯の宿　丸新荘,https://maps.app.goo.gl/zFFaHiw5sReyYFYg7,日南市北郷町大藤甲3619-2,0987-55-2953,11:00～19：50（最終受付19：00）不定休,大人500円こども（1才～小学生）300円（2024.3現在）,炭酸水素塩泉,大人入浴料半額（本人のみ1回）,JR北郷駅からタクシーで約5分油津駅前からバスで約25分、北郷温泉前下車徒歩約2分,http://www.mssystem1.com/marushinsou/,https://www.88onsen.com/spot/detail/hid/96,,,,48
97,107,宮崎,あきしげゆ温泉：あきしげゆ,https://maps.app.goo.gl/2JRD97nSf8DXgCbu6,えびの市大字浦146,0984-37-1171,10:00～16:00（最終受付 15:00）毎月7～9日休※訪問前にお電話でご確認ください（2024.3現在）,大人 500円こども（3才～小学生） 300円（2024.3現在）,単純温泉,,JRえびの駅からタクシーで約8分,,https://www.88onsen.com/spot/detail/hid/97,,,,49
99,102,宮崎,湯之元温泉：湯之元温泉,https://maps.app.goo.gl/LRPTKMGEjH4VAaADA,西諸県郡高原町大字蒲牟田7535,0984-42-3701,10:00～22:00（最終受付21：30）水曜休,大人 600円こども（3歳～小学生）300円（2024.3現在）,二酸化炭素泉,,ＪＲ高原駅からタクシーで約10分高原ＩＣより車で約10分,http://www.yunomoto.org/,https://www.88onsen.com/spot/detail/hid/99,,,,50
